Season,Week,SKU_A,ValueB1_A,ValueB2_A,ValueB3_A,ValueB4_A,ValueB5_A,ValueB6_A,ValueB7_A,ReturnB1_A,ReturnB2_A,ReturnB3_A,ReturnB4_A,ReturnB5_A,ReturnB6_A,ReturnB7_A,mean_x,std_x,SKU_B,ValueB1_B,ValueB2_B,ValueB3_B,ValueB4_B,ValueB5_B,ValueB6_B,ValueB7_B,ReturnB1_B,ReturnB2_B,ReturnB3_B,ReturnB4_B,ReturnB5_B,ReturnB6_B,ReturnB7_B,mean_y,std_y,SKU_C,ValueB1_C,ValueB2_C,ValueB3_C,ValueB4_C,ValueB5_C,ValueB6_C,ValueB7_C,ReturnB1_C,ReturnB2_C,ReturnB3_C,ReturnB4_C,ReturnB5_C,ReturnB6_C,ReturnB7_C,mean,std,price
1,1,A,838.3507642000001,781.0697227,563.2694406,141.1612997,648.2280321413031,969.2153167000001,884.1959364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.2104133833335,304.31169437010203,B,719.174592848504,391.18031210000004,696.9153750507888,784.0833507,184.65758369999998,698.9959147999999,564.4838202780189,0.0,0.0,0.0,0.0,0.0,231.829875,0.0,514.729290325,277.3189981896248,C,470.58486510000006,909.7155602,77.84924845,909.4320547,77.4435906,246.1564844,549.5654967757781,0.0,0.0,0.0,137.5926936,0.0,0.0,0.0,448.53030057499996,385.1424735510399,599
1,2,A,789.0947643,526.1680535,805.6458048999999,408.35621560000004,293.02259580000003,932.5551187000001,834.2945632999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.5910165857142,244.3750435844533,B,231.92694410000001,510.34398475622885,720.8191756,908.5373341,889.4163948108115,612.6747752,784.2294528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.63753636,257.8949881271782,C,600.8188137999999,466.5179267,263.96968819999995,724.8083893999999,74.51031923,528.8908552404799,936.1218708999999,0.0,0.0,0.0,367.94730069999997,0.0,0.0,0.0,511.1245013716666,312.42145573439615,699
1,3,A,717.3704169168591,919.8785201999999,948.806674,966.2305333999999,1122.310450830833,221.82833599999998,858.231904545198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.1860158999999,362.0767797446656,B,267.4000992268899,222.9946205,7.809798265,410.5553427,223.1691636,368.09713430000005,34.9845037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.26842717750003,165.56635199761868,C,698.4754622,473.7482707706816,405.6552912,464.67447710000005,791.0228089,579.2571979765548,751.9544076000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.3564894000001,175.25771884561186,699
1,4,A,558.0573846,950.9689481,619.2673335,722.5611732000001,842.7953107000001,78.57682038,64.09029936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0453242628571,351.0618988392471,B,704.683237,458.56930439999996,661.9200141,389.59205560000004,892.2165645,257.4413166,750.7873764999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.8871240999999,224.91241469150125,C,775.9271671,34.97603487,562.5551433999999,352.3214129,508.8985268999999,744.5365345,489.18096807497045,0.0,0.0,164.1866224,0.0,0.0,0.0,0.0,496.53580327833333,274.92198794400093,499
1,5,A,311.0412439,408.63804839999995,435.7211511,46.910694899999996,520.6129305505166,91.40486846,816.5489236000001,0.0,310.8500245,0.0,0.0,0.0,0.0,0.0,351.71082172666667,278.8150737358208,B,631.2687827000001,875.9223235999999,747.3988766,602.2835167999999,455.67778192247613,103.82309120000001,876.8754568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.5953412833334,287.1540721636213,C,515.4019273,615.2635878,355.1408009,145.81970869999998,366.4752778,37.01219696,835.9796044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.15615769428575,273.4094061170672,599
1,6,A,229.10482149999999,143.66649044669091,159.98395418091064,324.2758491,225.4779573529745,121.39241670000001,188.3600429,34.7392849,0.0,0.0,0.0,0.0,0.0,0.0,215.78328255000002,84.87200171516434,B,20.91453905,313.3637916,408.53621200000003,318.56782880000003,588.8144053,765.8596422,626.7983912000001,0.0,54.11013692,0.0,0.0,0.0,0.0,0.0,434.6935443071429,248.47262032449655,C,499.34257469999994,818.4411778,473.0054442,772.4726160424477,96.42436764,57.75699487,783.3873047999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.7263106683333,325.14495580842373,499
1,7,A,423.86715639999994,543.1798106000001,478.63399730000003,101.644521,100.7045025,43.13723195,648.9512382,91.51283756,0.0,0.0,0.0,0.0,0.0,0.0,334.30263685000006,246.63128385984166,B,122.2088254,286.6407581,107.8928537,490.14459810000005,478.4801887179183,649.4140428999999,555.1696232999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.57845025,229.70937375499813,C,64.13911395,346.27620069684815,728.9675693,27.52243089,365.4245141,719.9797907999999,390.1094418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.6904768066667,303.8566676074736,399
1,8,A,370.75135963046864,184.61481415388508,24.80368383,215.82137769999997,609.7346372000001,455.7043437,644.1392855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.040665586,264.9970195789611,B,536.8634646,461.2203373,119.1463959,84.54594820000001,607.3786496,395.58309460000004,437.549236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.46958945714283,200.72849244159215,C,168.1188736,603.6229308323791,725.7623501,443.18890439999996,700.6837755969026,277.8070962,714.8135535,0.0,0.0,0.0,0.0,0.0,0.0,416.23564849999997,465.93815556,252.01920779951465,399
1,9,A,625.0523832,613.3362149000001,371.7070888,152.59447849999998,220.9314972,449.80648080000003,502.7714263265317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.57135723333334,196.22990126935426,B,286.90464330000003,296.4009021,448.34903539999993,523.6712527,149.78376719999997,151.2394655,274.1647638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.3591185714286,139.91054684399396,C,24.76851125,561.8766324,426.22380139999996,106.25341920000001,527.1842553,542.5169552,95.23842649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.29457160571434,239.90156263863483,399
1,10,A,101.19635190000001,305.51555260000003,254.96101311718303,143.48446930000003,403.7636906,116.4500834,282.478856,0.0,0.0,0.0,46.797705900000004,0.0,0.0,0.0,225.48150063333333,122.87949262538763,B,400.33351360000006,353.5590756830297,99.99388483802124,65.7848446,406.0453839,374.26006177849246,120.92845899344096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.72124736666666,194.821573068249,C,269.8577778,443.7222598999999,547.4166957,28.47693693,134.8377534,103.20935325255715,101.4072762,0.0,0.0,55.97125396,0.0,0.0,0.0,0.0,254.2864499883333,205.27235681415377,299
